Vegetation,Concrete,Ground,Buildings,Misc,Water,Class
0.034195555555555555,0.0,0.09327111111111111,0.0,0.02912,0.8434133333333333,Water
0.07421333333333333,0.17556444444444447,0.38751111111111114,0.10696000000000001,0.21805333333333335,0.03769777777777778,Residential Type2
0.14508444444444443,0.10459555555555555,0.2759377777777778,0.05353777777777778,0.23992000000000005,0.18092444444444444,Residential Type1
0.07826666666666665,0.25022222222222223,0.12409777777777779,0.3990222222222222,0.08035555555555556,0.06803555555555556,Commercial
0.33167111111111114,0.06128,0.4140888888888889,0.00016,0.13038222222222223,0.06241777777777777,Vegetation
